ACT,AGE,AGO,ANC,C,CEN,CIV,CLS,CRS,CU,DG,DLG,EN,FR,GOV,ID,MRQ,NFC,PLA,PSS,RISKY,SX,TV,USG,VN,VV
INFORMATIQUE,2,4,1,T,113,Mme,8,CI-4P,1,TUNIS CENTRE,El Hrairia,DI,1,Tunis,1046683,PEUGEOT,2,2,3,No,F,6D9HYB,VP,3,3
EDUCATION_FORMATION,4,4,3,T,130,Mme,1,CI-4P,1,TUNIS SUD,Soliman,ES,0,Nabeul,591883,RENAULT,5,2,2,No,F,CLIO,VP,2,2
RETRAITE,5,5,4,T,138,Mme,1,CI-4P,1,TUNIS NORD,El Menzah,ES,1,Tunis,505083,PEUGEOT,2,2,3,No,F,2AHFXU,VP,2,2
PROFESSIONS_MEDICALES,3,4,2,T,151,Mr,8,CI-4P,1,SAHEL,Kalaa Essghira,ES,0,Sousse,868483,PEUGEOT,5,2,4,No,M,6D9HZC,VP,2,2
RETRAITE,5,3,3,T,132,Mme,8,CI-4P,1,SAHEL,Msaken,DI,0,Sousse,818283,CITROEN,5,2,3,No,F,SH9HPO1,VP,4,4
EDUCATION_FORMATION,3,3,4,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,Ben Arous,ES,1,Ben Arous,469083,CHEVROLET,2,2,3,No,M,TJ5CD,VP,3,3
PROFESSIONS_MEDICALES,3,2,2,T,122,Mme,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,888083,RENAULT,5,2,3,No,F,5R0K0H,VP,4,4
EMPLOYE,5,3,3,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,Mannouba,ES,1,Mannouba,635683,FIAT,2,2,3,No,F,199BXA1A01X,VP,3,3
EMPLOYE,3,4,5,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Ezzouhour  (Tunis),DI,1,Tunis,197083,CITROEN,2,2,3,No,M,RD9HZC,VP,3,3
EDUCATION_FORMATION,4,4,3,T,111,Mr,1,CI-4P,1,SAHEL,Zeramdine,ES,0,Monastir,238083,RENAULT,5,2,3,No,M,LB270F,VP,2,2
EDUCATION_FORMATION,4,4,5,T,101,Mr,2,CI-4P,1,TUNIS CENTRE,Rades,ES,0,Ben Arous,153483,AUDI,5,2,4,No,M,A418FSI,VP,4,4
PROFESSIONS_MEDICALES,4,2,2,T,101,Mr,8,CI-4P,1,TUNIS CENTRE,Ezzahra,ES,1,Ben Arous,881683,DACIA,2,2,3,No,M,5SDAP4,VP,3,3
ARTISAN,4,3,1,T,143,Mr,3,CI-4P,1,CAPBON,Nabeul,ES,0,Nabeul,551883,RENAULT,5,2,3,Yes,M,4SRAP4,VP,3,3
CHAUFFEUR,4,6,4,T,109,Mr,2,CI-4P,5,CAPBON,Bou Argoub,DI,1,Nabeul,448283,MERCEDES-BENZ,2,2,4,No,M,124,VP,2,2
EDUCATION_FORMATION,5,3,2,T,800,Mme,4,CI-4P,1,SAHEL,Kalaa El Kebira,ES,1,Sousse,449683,VOLKSWAGEN,2,2,4,No,F,1K,VP,4,4
CORPS_ACTIFS,2,4,3,T,119,Mr,3,CI-4P,5,TUNIS SUD,Le Bardo,ES,1,Tunis,682283,RENAULT,2,2,3,No,M,LM1A0H,VP,2,2
METIERS_LEGAUX,2,3,3,T,116,Mme,4,CI-4P,1,TUNIS NORD,Le Bardo,ES,0,Tunis,829683,RENAULT,5,2,3,No,F,IHS6K3615,VP,4,4
TECHNICIEN,4,2,2,T,181,Mme,8,CI-4P,1,SAHEL,Kairouan Sud,ES,1,Kairouan,555683,VOLKSWAGEN,2,2,2,Yes,F,AU,VP,5,5
PARAMEDICAL,4,3,2,T,101,Mme,5,CI-4P,1,TUNIS CENTRE,Sayada Lamta Bou Hajar,ES,0,Monastir,543883,KIA,5,2,4,No,F,A7S4D2617,VP,4,4
EMPLOYE,3,4,3,T,167,Mr,3,CI-4P,1,TUNIS NORD,Menzel Bourguiba,DI,0,Bizerte,455683,RENAULT,5,2,3,No,M,BR1F0H,VP,3,3
GERANT_DIRIGEANT,2,2,2,T,103,Mr,4,CI-4P,1,SAHEL,Sousse Ville,ES,1,Sousse,847883,RENAULT,2,2,3,No,M,5R0K0H,VP,3,3
PARAMEDICAL,3,6,1,T,816,Mr,8,CI-4P,1,TUNIS SUD,Mannouba,ES,1,Mannouba,1069683,VOLKSWAGEN,2,2,3,No,M,1J,VP,3,3
PROFESSIONS_MEDICALES,8,2,3,T,124,Entreprise,2,CAMIONNETTE,1,SAHEL,Ksour Essaf,ES,1,Mahdia,799883,PEUGEOT,2,2,3,No,JP,7C9HKC,u1,3,3
JOURNALISME,3,5,3,T,130,Mme,6,CI-4P,1,TUNIS SUD,Rades,ES,1,Ben Arous,688883,PEUGEOT,2,2,3,No,F,S1HFXB,VP,2,2
PROFESSIONS_MEDICALES,5,6,3,T,118,Mr,2,CI-4P,1,SAHEL,Hergla,DI,0,Sousse,691683,CHRYSLER,5,2,4,No,M,HO,VP,3,3
EDUCATION_FORMATION,6,4,3,T,124,Mr,1,CI-4P,1,SAHEL,Mahdia,DI,0,Mahdia,152483,VOLKSWAGEN,5,2,3,No,M,3C,VP,4,4
EMPLOYE,4,4,5,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,Bou Mhel El Bassatine,ES,1,Ben Arous,178283,PEUGEOT,2,2,2,No,M,2AHFX2,VP,2,2
EMPLOYE,3,6,3,T,109,Mme,1,CI-2P,1,CAPBON,Zaghouan,ES,0,Zaghouan,217483,PEUGEOT,5,2,2,No,F,1CH1A2,VP,1,1
PROFESSIONS_MEDICALES,4,4,3,T,120,Mr,1,CI-4P,1,SUD,Houmet Essouk,DI,0,Medenine,267083,DACIA,5,2,3,No,M,HSDACN,VP,4,4
ACTIVITES_COMMERCIALES,3,5,1,T,191,Mr,8,CI-4P,1,SAHEL,Moknine,ES,0,Monastir,872483,PEUGEOT,5,2,2,No,M,1AH3A8,VP,1,1
EDUCATION_FORMATION,2,3,1,T,191,Mme,8,CI-4P,1,SAHEL,Bekalta,ES,1,Monastir,1082483,FIAT,2,2,2,No,F,312PXA1AP0B,VP,2,2
EDUCATION_FORMATION,4,5,4,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Sfax Ville,ES,1,Sfax,388883,PEUGEOT,2,2,3,No,M,2AHFZW,VP,1,2
RETRAITE,5,3,3,T,111,Mr,3,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,755083,FIAT,2,2,3,No,M,199BXA1A01X,VP,2,2
RETRAITE,6,1,5,T,128,Mme,4,CI-5P,1,TUNIS NORD,Ksibet El Mediouni,ES,0,Monastir,103883,KIA,5,2,3,No,F,H8S6K7615,VP,5,5
TECHNICIEN,3,4,3,T,130,Mr,2,CI-4P,1,TUNIS SUD,Mornag,DI,0,Ben Arous,722083,AUDI,5,2,4,No,M,4F,VP,4,4
EMPLOYE,5,4,3,T,115,Mr,5,CI-4P,1,TUNIS CENTRE,El Menzah,ES,1,Tunis,670483,SEAT,2,2,3,No,M,6J52C4,VP,3,3
RETRAITE,5,6,5,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,176683,PEUGEOT,2,2,4,No,M,199BXA1A01E,VP,2,2
RETRAITE,5,2,5,T,112,Mr,2,CI-4P,1,TUNIS CENTRE,La Soukra,ES,1,Ariana,155083,KIA,2,2,3,No,M,IHS6K3615,VP,4,4
EDUCATION_FORMATION,4,3,4,T,111,Mme,2,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,548083,PEUGEOT,5,2,2,No,F,CCHMZ0,VP,3,3
EDUCATION_FORMATION,3,2,2,T,136,Mme,8,CI-4P,1,TUNIS NORD,Raoued,ES,1,Ariana,586883,FORD,2,2,3,No,F,JA8HB,VP,4,4
EDUCATION_FORMATION,2,3,1,T,111,Mr,8,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,1079683,KIA,2,2,3,No,M,IHS6K3615,VP,3,3
PROFESSIONS_MEDICALES,1,3,1,T,194,Mr,4,CI-4P,1,NORD OUEST,Kasserine Nord,ES,0,Kasserine,1066083,KIA,5,2,5,No,M,PK813D,VP,4,4
EDUCATION_FORMATION,2,4,2,T,109,Mme,2,CI-4P,1,CAPBON,Ariana Ville,ES,1,Ariana,658483,FIAT,2,2,3,No,F,188BXA1A01,VP,2,2
RESIDENT_A_L'ETRANGER,2,2,2,T,133,Mr,5,FOURGON,1,SUD,Zarzis,DI,0,Medenine,562083,PEUGEOT,5,2,3,No,M,7B9HF0,u1,2,2
PROFESSIONS_MEDICALES,1,3,3,T,138,Mr,4,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,824083,HYUNDAI,2,2,2,No,M,BC51BA,VP,4,4
ARTISAN,5,5,3,T,141,Mme,9,CI-4P,1,TUNIS NORD,Mannouba,DI,1,Mannouba,653283,RENAULT,5,3,3,No,F,JA0505,VP,4,4
PROFESSIONS_MEDICALES,2,6,2,T,191,Mme,8,CI-4P,1,SAHEL,Moknine,ES,1,Monastir,1026484,OPEL,2,2,2,Yes,F,CB7468NB,VP,1,1
TECHNICIEN,2,3,2,T,132,Mr,3,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,878884,KIA,5,2,2,Yes,M,DN511A,VP,4,4
EMPLOYE,3,3,3,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,Ettahrir,ES,1,Tunis,400284,RENAULT,2,2,3,No,F,LBVV05,VP,2,2
EMPLOYE,5,2,2,T,113,Mr,8,CI-4P,1,TUNIS CENTRE,Cite El Khadra,ES,1,Tunis,1035084,HYUNDAI,2,2,2,No,M,CT41DB,VP,3,3
PROFESSIONS_MEDICALES,6,4,2,T,172,Mme,4,CI-4P,1,NORD OUEST,Mejez El Bab,DI,0,Beja,716884,PEUGEOT,5,2,3,No,F,6D9HZC,VP,3,3
EDUCATION_FORMATION,4,6,5,T,101,Mme,1,CI-4P,1,TUNIS CENTRE,Rades,ES,1,Ben Arous,247684,OPEL,2,2,2,No,F,MPL002AF038,VP,2,2
ACTIVITES_COMMERCIALES,1,1,1,T,850,Mr,4,BREAK,1,TUNIS CENTRE,Raoued,ES,0,Ariana,1078884,GREATWALL,5,2,3,No,M,MASMD2PBE1M,VP,4,4
EDUCATION_FORMATION,3,3,2,T,179,Mr,4,CI-4P,1,SUD,Gafsa Sud,ES,0,Gafsa,256484,HYUNDAI,5,2,3,No,M,A851CA,VP,3,3
RETRAITE,5,6,2,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,Fouchana,DI,1,Ben Arous,582484,PEUGEOT,2,2,4,No,M,4ED9B2,VP,2,2
ACTIVITES_FINACIAIRES_ET_BANCAIRES,2,4,2,T,808,Mr,9,CI-4P,1,CAPBON,El Menzah,ES,1,Tunis,856684,RENAULT,2,2,3,No,M,BM1A0H,VP,2,2
EDUCATION_FORMATION,3,4,3,T,111,Mr,3,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,637684,VOLKSWAGEN,2,2,4,No,M,3C21E2,VP,2,2
PROFESSIONS_MEDICALES,3,4,3,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,El Omrane Superieur,ES,1,Tunis,490084,FIAT,2,2,3,No,M,199BXA1A01X,VP,2,2
PROFESSIONS_MEDICALES,4,3,3,T,130,Mme,2,CI-4P,1,TUNIS SUD,Hammam Lif,ES,1,Ben Arous,547684,VOLKSWAGEN,2,2,3,No,F,6R12C41A01,VP,2,2
RETRAITE,5,6,3,T,191,Mr,6,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,724284,FIAT,2,2,2,No,M,176BQ55A,VP,1,1
RETRAITE,6,4,1,T,138,Mr,1,CI-4P,5,TUNIS NORD,Ariana Ville,ES,1,Ariana,106884,VOLKSWAGEN,2,2,3,No,M,9N30D41,VP,2,2
ACTIVITES_COMMERCIALES,1,1,1,T,191,Mr,8,CI-4P,1,SAHEL,Sayada Lamta Bou Hajar,ES,1,Monastir,1018084,HYUNDAI,2,2,3,No,M,BM51BA,VP,4,4
RETRAITE,5,3,3,T,122,Mr,4,CI-4P,1,TUNIS SUD,El Mourouj,DI,1,Ben Arous,417484,KIA,2,2,4,No,M,SLS,VP,4,4
EMPLOYE,4,3,3,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,Mannouba,DI,0,Mannouba,510684,RENAULT,5,2,3,Yes,M,BZ1A07,VP,4,4
EMPLOYE,3,4,3,T,116,Mr,3,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,736884,PEUGEOT,2,2,3,No,M,2AHFXU,VP,2,2
PROFESSIONS_MEDICALES,5,5,2,T,132,Mme,6,CI-4P,1,SAHEL,Msaken,DI,1,Sousse,1039684,NISSAN,2,2,4,No,F,V10,VP,2,2
EDUCATION_FORMATION,2,4,1,T,141,Mme,8,CI-4P,1,TUNIS NORD,Raoued,ES,1,Ariana,888884,CITROEN,2,2,3,No,F,FCHFXC,VP,2,2
PARAMEDICAL,4,4,3,T,191,Mr,1,CI-4P,1,SAHEL,Moknine,ES,1,Monastir,691884,FIAT,2,2,2,No,M,169AXA1A00B,VP,2,2
RETRAITE,5,3,3,T,113,Mme,3,CI-4P,1,TUNIS CENTRE,El Mourouj,ES,0,Ben Arous,176284,KIA,5,2,3,No,F,IHS6K3615,VP,4,4
PROFESSIONS_MEDICALES,4,5,3,T,118,Mme,2,CI-4P,1,SAHEL,Sahline,ES,1,Monastir,688884,RENAULT,2,2,2,No,F,BB2HEF,VP,2,2
PROFESSIONS_MEDICALES,3,3,3,T,129,Mme,1,CI-4P,1,SFAX,Sakiet Ezzit,ES,1,Sfax,539484,VOLKSWAGEN,2,2,3,No,F,1K,VP,4,4
PARAMEDICAL,3,4,3,T,130,Mme,3,CI-4P,1,TUNIS SUD,Soliman,ES,1,Nabeul,609084,RENAULT,2,2,3,No,F,6D9HZC,VP,4,4
EDUCATION_FORMATION,4,3,5,T,118,Mr,3,CI-4P,1,SAHEL,Hammam Sousse,ES,0,Sousse,172084,VOLKSWAGEN,5,2,2,No,M,6C12C1,VP,3,3
ACTIVITES_COMMERCIALES,3,3,3,T,151,Mr,1,PR REM,5,SAHEL,Jedaida,DI,0,Mannouba,723284,VOLVO,5,2,6,No,M,SRB4X2,U2,6,6
EMPLOYE,3,1,1,T,818,Mr,4,CI-4P,1,TUNIS SUD,La Marsa,ES,0,Tunis,535884,SEAT,5,2,3,No,M,KJ15D2,VP,5,5
INFORMATIQUE,1,3,1,T,101,Mr,8,CI-4P,1,TUNIS CENTRE,Raoued,ES,1,Ariana,1027884,FIAT,2,2,2,No,M,199BXA1A01E,VP,3,3
EMPLOYE,4,4,4,T,124,Mme,4,CI-4P,1,SAHEL,Bekalta,ES,1,Monastir,423884,PEUGEOT,2,2,3,No,F,4C8FSC,VP,3,3
RETRAITE,5,6,3,T,116,Mr,3,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,676484,RENAULT,2,2,2,No,M,BBOAOF,VP,2,2
PROFESSIONS_MEDICALES,2,3,3,T,124,Mme,3,CAMIONNETTE,1,SAHEL,Bou Merdes,DI,1,Mahdia,812484,FIAT,2,2,4,No,F,250CCMFCBX,u1,2,2
INGENIEUR,2,3,2,T,130,Mme,2,CI-4P,1,TUNIS SUD,Megrine,DI,0,Ben Arous,855084,RENAULT,5,2,3,Yes,F,BZ1A07,VP,3,3
PROFESSIONS_MEDICALES,1,3,2,T,191,Mme,4,CI-4P,4,SAHEL,Ksar Helal,DI,0,Monastir,829484,CITROEN,5,2,3,No,F,NC9HP0,VP,3,3
TECHNICIEN,5,5,2,T,116,Mme,9,CI-4P,1,TUNIS NORD,El Mourouj,ES,1,Ben Arous,870084,RENAULT,2,2,2,No,F,BB10CF,VP,2,2
ARCHITECTURE_BTP_IMMOBILIER,3,5,2,T,109,Mr,2,BREAK,1,CAPBON,Beni Khiar,DI,1,Nabeul,623084,MITSUBISHI,2,3,5,No,M,ONV460,VP,2,2
EDUCATION_FORMATION,4,4,2,T,111,Mme,3,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,838684,RENAULT,5,2,3,No,F,LB270F,VP,2,2
EDUCATION_FORMATION,3,2,1,T,130,Mr,8,CI-4P,1,TUNIS SUD,Hammam Lif,ES,1,Ben Arous,1052484,CHERY,2,2,3,No,M,A1XDE11TL5W,VP,4,4
RETRAITE,5,4,3,T,191,Mme,2,CI-4P,1,SAHEL,Ksar Helal,ES,0,Monastir,671684,VOLKSWAGEN,5,2,4,No,F,1K22E1,VP,4,4
AGRICULTURE,4,3,2,T,111,Mr,2,CAMIONNETTE,1,SAHEL,Ksibet El Mediouni,DI,0,Monastir,743484,MITSUBISHI,5,2,5,No,M,K64TENSL,u1,2,2
EDUCATION_FORMATION,2,4,2,T,151,Mr,5,CI-4P,1,SAHEL,Sousse Riadh,ES,0,Sousse,817884,RENAULT,5,2,3,No,M,LB270F,VP,2,2
CORPS_ACTIFS,3,4,3,T,130,Mr,1,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,603484,FORD,2,2,3,No,M,JH1UKR,VP,3,3
RETRAITE,5,4,2,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,Sakiet Ezzit,ES,1,Sfax,192484,AUDI,2,2,4,No,M,8EC0C4,VP,3,3
RETRAITE,5,3,2,T,180,Mr,3,CI-4P,1,CAPBON,Zaghouan,ES,1,Zaghouan,201484,FIAT,2,2,2,No,M,199BXA1A01E,VP,1,1
EMPLOYE,4,4,3,T,115,Mr,1,CI-4P,1,TUNIS CENTRE,Raoued,ES,1,Ariana,208484,RENAULT,2,2,3,No,M,LB270F,VP,2,2
RETRAITE,5,3,5,T,112,Mr,1,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,0,Tunis,178684,CITROEN,5,2,3,No,M,DDHMV0D,VP,3,3
ACTIVITES_COMMERCIALES,2,3,1,T,118,Mr,8,CI-4P,1,SAHEL,Sousse Jaouhara,ES,1,Sousse,1005884,B.M.W.,2,2,5,No,M,5A31BA,VP,5,5
EDUCATION_FORMATION,3,2,1,T,194,Mr,1,CI-4P,1,NORD OUEST,Ezzouhour  (Kasserine),ES,1,Kasserine,1042284,PEUGEOT,2,2,3,No,M,DDHMV0,VP,3,3
EDUCATION_FORMATION,4,6,1,T,144,Mr,3,CI-4P,1,SAHEL,El Ouerdia,DI,1,Tunis,187284,B.M.W.,2,2,4,No,M,320D,VP,2,2
TAXI_LOUAGE_TRASPORT_RURAL,4,6,1,P,106,Mr,8,CI-4P,1,SAHEL,Kairouan Sud,DI,1,Kairouan,503684,MERCEDES-BENZ,2,2,4,Yes,M,124,VP,2,2
EMPLOYE,4,5,3,T,109,Mr,3,CI-4P,1,CAPBON,Hammamet,ES,1,Nabeul,282484,RENAULT,2,2,4,No,M,GCWJYB,u1,3,3
EMPLOYE,4,5,3,T,121,Mr,1,CI-4P,1,SUD,El Ksar,ES,0,Gafsa,239084,RENAULT,5,2,3,No,M,BMOBOH,VP,2,2
EMPLOYE,5,5,3,T,135,Mr,2,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,421884,PEUGEOT,2,2,2,No,M,2AHFX2,VP,2,2
EDUCATION_FORMATION,4,1,1,T,109,Mme,8,CI-4P,1,CAPBON,Beni Khiar,ES,1,Nabeul,1087684,MG,5,2,3,No,F,SAP311AA1PA,VP,5,5
EMPLOYE,5,3,3,T,105,Mr,2,CI-4P,1,TUNIS CENTRE,Mannouba,ES,1,Mannouba,272884,FIAT,2,2,3,No,M,199BXA1A01X,VP,3,3
EMPLOYE,1,5,2,T,151,Mme,8,CI-4P,1,SAHEL,Sousse Ville,ES,1,Sousse,854884,VOLKSWAGEN,2,2,2,No,F,9N10B4,VP,2,2
EMPLOYE,5,3,5,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,El Omrane,ES,1,Tunis,153684,PEUGEOT,2,2,3,No,M,DDHMV0,VP,2,2
INGENIEUR,2,4,3,T,122,Mr,3,CI-4P,1,TUNIS SUD,El Mourouj,DI,0,Ben Arous,448284,VOLKSWAGEN,5,2,4,No,M,FDAJ11,VP,5,5
PROFESSIONS_MEDICALES,3,6,3,T,121,Mr,4,CI-4P,1,SUD,Gafsa Sud,ES,1,Gafsa,678084,PEUGEOT,5,3,3,No,M,BDWJZA,VP,1,1
PROFESSIONS_MEDICALES,4,3,2,T,162,Mme,3,CAMIONNETTE,1,NORD OUEST,Dahmani,DI,0,Kef,849084,NISSAN,5,2,4,No,F,D40,u1,3,3
ACTIVITES_COMMERCIALES,4,6,3,T,130,Mr,3,FOURGON,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,419084,RENAULT,2,2,3,No,M,F400004AMEN,u1,1,1
